tempo_contrato,valor_mensal,reclamacoes,cancelou,nota_satisfacao,chamados_suporte
28,126.88,1,0,5,0
23,58.6,3,0,4,0
5,79.2,0,0,5,1
45,60.24,1,0,5,1
17,75.92,3,0,5,2
1,90.76,0,0,5,1
42,71.06,2,0,5,1
15,77.38,1,0,5,1
44,128.84,1,0,5,1
32,139.3,1,0,5,1
20,72.75,1,0,5,1
16,107.41,0,0,5,1
27,120.68,2,0,5,0
5,135.66,2,1,3,6
14,112.33,0,0,4,2
48,106.67,0,0,5,1
6,100.29,1,0,4,1
29,119.29,3,0,5,0
47,95.84,1,0,5,1
24,125.1,0,0,5,0
2,51.79,3,0,4,3
32,113.65,1,0,4,1
22,63.84,3,0,3,1
28,134.87,1,0,5,2
25,58.32,1,0,5,1
48,113.06,5,1,4,3
17,91.11,1,0,5,1
43,107.62,1,0,5,0
44,149.58,2,0,5,2
21,72.87,1,0,5,0
43,56.26,1,0,4,0
22,123.27,2,1,5,0
35,64.25,4,0,5,1
9,134.45,2,0,3,2
26,142.97,2,0,4,0
37,115.58,0,0,3,0
10,99.48,1,1,5,1
23,125.12,2,0,5,1
2,84.75,1,0,5,1
44,72.65,2,0,5,1
33,124.91,0,0,4,0
10,97.38,1,0,5,1
17,107.22,1,0,5,2
26,134.73,3,0,3,4
27,103.66,3,0,5,0
27,105.27,0,0,4,0
25,107.21,1,0,5,1
41,123.45,0,0,4,2
30,78.5,1,0,5,1
37,53.63,3,0,5,1
35,112.3,1,0,5,0
40,86.57,1,0,5,1
41,89.19,0,0,5,0
34,75.86,2,0,4,1
31,80.66,3,0,4,1
21,72.52,1,0,5,0
40,75.04,0,0,5,2
12,67.49,2,0,4,1
12,83.24,3,1,3,2
39,53.83,0,0,5,1
16,124.36,0,0,5,1
3,66.67,1,0,4,3
44,100.77,2,0,4,4
23,134.08,2,0,4,1
7,98.0,0,0,4,2
21,92.23,2,0,5,1
32,62.29,0,0,5,0
26,118.5,1,0,4,1
22,86.72,2,0,5,1
23,140.62,0,0,5,0
44,96.42,1,0,5,0
34,58.15,1,0,5,0
5,74.32,1,0,5,2
41,83.21,2,0,5,0
38,92.54,1,0,5,3
19,111.81,0,1,5,4
19,75.99,1,0,4,1
23,67.79,2,0,5,1
26,119.28,3,0,4,2
20,109.17,1,0,5,1
26,84.59,4,1,5,4
25,52.72,1,1,5,0
20,60.75,1,1,5,1
24,126.61,2,0,5,4
29,75.92,3,0,5,0
28,144.95,0,0,4,0
22,123.62,1,0,5,1
7,76.55,2,0,5,4
37,62.89,3,0,4,2
33,50.73,0,0,4,0
40,97.5,1,0,5,0
19,141.35,0,0,5,1
31,149.58,0,0,5,1
37,72.61,2,0,5,0
24,108.89,0,0,5,1
14,64.8,1,0,5,1
44,61.61,2,0,5,3
37,102.79,2,0,4,0
28,89.19,2,0,4,0
10,123.82,4,0,4,4
6,76.04,3,0,2,3
23,134.6,1,0,5,4
27,107.24,0,0,5,0
34,132.58,1,0,5,1
47,82.75,1,0,5,1
18,91.92,1,0,4,0
33,128.37,1,0,4,1
11,127.99,0,0,4,0
27,146.21,2,0,3,1
28,59.12,1,0,5,1
21,132.42,3,0,2,1
27,54.71,0,0,5,1
41,76.01,0,0,4,1
28,103.2,0,0,5,2
18,70.43,1,0,5,0
40,67.62,1,0,5,0
42,82.95,1,0,5,1
20,98.85,2,0,5,1
25,70.43,4,0,5,3
3,63.92,3,0,5,2
19,138.33,0,0,5,2
19,98.03,1,0,5,0
40,59.39,0,0,5,0
5,113.48,2,0,5,2
8,89.63,0,0,5,0
22,92.7,0,0,4,3
46,111.7,1,0,5,0
9,69.28,2,0,5,5
5,57.24,0,1,5,0
21,137.58,1,0,5,0
15,71.34,2,0,4,3
47,127.62,3,0,5,2
15,130.02,2,0,5,5
5,67.08,1,0,5,1
35,136.1,2,0,5,0
22,130.16,0,0,5,0
7,63.59,1,0,5,0
20,60.28,2,0,5,2
45,149.92,1,0,5,2
27,139.26,0,0,5,1
35,76.03,0,0,5,0
4,50.45,2,0,5,4
45,67.44,1,0,5,1
13,101.92,1,0,4,2
13,91.7,0,0,5,1
30,75.68,3,0,4,2
42,65.2,3,1,5,0
15,77.42,1,0,5,1
7,139.44,3,1,2,2
7,149.08,0,1,4,2
24,87.03,1,0,5,1
22,104.4,4,0,5,4
18,93.1,0,0,5,0
41,82.58,2,0,5,1
46,88.09,2,0,5,0
5,129.29,4,1,2,6
42,56.34,0,0,5,1
5,131.37,1,0,5,0
10,62.36,1,0,4,0
29,132.34,1,0,5,0
11,100.32,1,0,5,5
48,71.78,2,0,4,0
46,73.5,3,0,4,1
9,54.57,2,0,4,0
47,132.53,1,0,5,0
32,144.92,0,0,5,0
20,125.24,3,0,5,3
24,138.8,3,0,4,1
5,118.43,2,0,5,3
39,130.42,3,0,5,1
30,130.52,3,0,3,0
27,103.62,0,0,4,1
39,100.22,3,0,5,1
8,114.23,2,0,5,5
9,85.39,1,0,5,1
34,71.37,1,0,5,0
30,56.01,2,1,4,2
45,117.27,0,0,5,0
2,149.54,0,0,5,0
20,140.55,0,0,4,0
21,65.61,3,0,5,4
26,125.37,2,0,5,1
30,129.91,2,0,4,0
17,126.71,0,0,5,1
7,149.23,1,0,5,3
16,61.9,2,0,5,0
14,140.38,1,0,5,3
18,93.31,3,0,5,5
9,137.93,1,0,5,1
1,147.27,3,1,4,4
33,53.46,0,0,4,1
1,76.15,1,1,5,4
42,118.85,1,0,5,0
34,136.11,3,0,4,0
32,67.6,2,0,5,3
20,106.57,2,0,4,0
32,61.84,3,0,5,5
2,71.4,2,0,4,4
23,100.41,0,0,5,0
35,143.45,1,0,5,2
19,128.3,2,0,4,7
30,120.88,1,0,5,1
4,147.14,1,0,5,2
44,148.25,1,0,5,2
26,111.34,1,0,5,1
38,109.18,1,0,4,0
13,130.94,0,0,4,2
20,103.4,2,0,4,2
10,104.79,0,1,5,0
11,132.94,1,0,5,6
7,103.52,2,0,5,2
34,141.71,3,0,4,1
41,59.61,1,0,5,0
2,102.59,1,1,5,3
4,88.66,3,1,5,3
25,63.04,2,0,5,0
6,100.25,2,1,5,2
22,131.73,0,0,5,1
27,79.02,0,0,5,0
4,60.02,1,0,5,0
3,79.45,3,1,4,1
41,60.44,4,0,3,1
28,88.73,1,0,5,2
8,135.81,1,0,4,2
21,138.96,3,0,4,5
26,121.04,0,0,5,1
5,52.25,0,0,3,1
41,136.54,0,0,5,0
2,65.99,6,1,2,6
18,88.78,4,1,5,5
34,117.79,1,0,5,2
31,100.93,2,0,5,3
24,109.11,2,0,4,3
46,65.01,1,0,4,0
41,103.28,0,0,5,1
40,85.66,1,0,5,0
8,62.48,2,0,4,0
15,55.1,1,0,5,1
48,94.68,3,0,5,3
31,130.17,4,0,4,0
5,91.56,0,0,5,2
16,67.03,1,0,5,0
10,63.2,0,0,5,0
28,121.0,3,0,4,1
45,50.77,1,0,5,1
36,61.54,2,0,5,3
35,83.9,2,0,5,1
47,108.1,2,0,5,1
40,84.6,1,0,5,0
9,102.12,2,0,5,1
28,110.0,0,0,5,0
23,143.05,1,0,3,3
17,112.45,2,0,4,1
34,120.92,0,0,5,1
38,88.77,2,0,5,1
43,148.52,1,0,5,1
8,81.81,3,0,5,4
19,118.94,0,0,5,1
9,117.64,1,0,5,3
22,74.33,0,0,5,1
11,78.96,0,0,5,1
4,119.47,1,1,5,2
45,95.66,1,0,5,1
15,70.92,1,0,5,0
1,125.15,2,0,4,2
1,65.88,1,0,5,1
16,58.29,3,0,4,2
21,67.95,1,0,5,0
1,50.63,3,1,5,4
23,103.85,1,1,5,0
15,113.34,2,0,5,3
18,144.01,0,0,4,2
11,95.88,1,0,5,0
20,77.55,2,0,5,1
32,148.34,3,1,4,3
5,108.7,1,0,4,5
19,85.15,2,0,5,2
33,106.13,1,0,5,1
14,63.85,1,0,4,1
10,62.36,1,0,4,3
26,108.7,2,0,5,2
15,136.98,1,0,5,5
12,94.39,0,0,5,2
41,68.36,2,0,4,3
31,68.13,1,0,4,0
26,109.71,1,0,4,3
35,144.35,2,0,5,1
23,107.77,2,0,5,1
1,93.83,0,1,4,1
36,67.91,2,0,5,0
31,90.83,3,0,5,1
22,117.02,2,0,5,3
43,51.92,2,0,5,0
8,124.82,2,0,4,6
29,54.1,0,0,5,1
38,96.08,0,0,5,0
12,67.69,0,0,5,2
30,125.97,2,0,4,3
3,131.38,3,1,3,6
22,52.79,0,0,5,0
44,65.59,0,0,5,0
6,103.28,2,0,5,2
17,100.51,0,0,5,0
30,85.72,0,0,4,0
28,145.79,1,0,5,0
39,142.24,0,1,5,3
20,88.65,0,0,5,2
36,96.4,2,0,5,1
38,62.74,3,0,5,0
34,93.94,2,0,5,0
1,75.1,2,1,4,2
15,113.45,1,0,5,2
40,76.72,1,0,5,1
33,146.31,1,0,5,3
44,64.15,0,0,5,0
16,148.7,6,1,2,9
45,139.78,1,0,5,0
16,144.03,1,0,4,1
44,123.43,1,0,5,1
17,140.2,1,0,3,1
37,102.99,0,0,4,0
3,139.56,0,0,4,1
37,133.62,2,0,5,2
34,60.23,0,0,5,1
14,94.4,2,0,5,1
2,113.66,1,0,5,2
27,50.94,4,0,5,1
36,125.98,1,0,5,1
1,105.6,2,0,4,1
27,51.91,0,0,5,0
44,76.95,0,0,5,1
45,127.58,2,0,5,1
36,71.94,3,0,5,1
40,50.72,1,0,4,0
35,103.09,1,0,5,2
46,91.99,0,0,4,0
37,69.57,0,0,5,0
25,73.99,1,0,5,1
45,143.53,2,0,4,0
9,69.61,1,0,3,2
40,61.22,1,0,5,1
3,134.78,3,0,4,4
48,93.07,1,0,5,1
43,79.32,1,0,5,0
1,148.4,2,0,4,2
46,122.78,1,0,5,0
39,98.39,1,0,5,0
11,83.73,3,0,3,5
37,80.18,1,0,4,1
29,116.78,1,0,5,1
42,114.48,1,0,5,1
17,83.7,1,0,3,0
16,82.48,1,0,5,0
2,104.08,2,0,5,3
47,116.18,0,0,3,0
14,61.53,0,0,5,0
37,136.92,0,0,4,1
29,87.28,4,0,5,3
29,104.21,0,0,5,0
39,139.63,3,0,4,3
36,84.84,1,0,5,2
18,80.23,1,0,5,1
18,139.22,2,0,5,3
20,80.61,3,0,4,1
27,68.72,0,0,5,0
31,109.45,2,0,5,0
47,62.67,4,0,5,1
13,98.07,0,0,5,1
38,109.15,1,0,5,0
23,146.61,2,0,5,1
37,129.47,0,0,5,1
47,145.43,1,0,5,3
42,50.26,2,0,5,2
39,78.71,4,0,5,0
4,111.02,0,0,5,1
29,111.92,0,0,5,1
6,93.2,1,0,5,3
3,71.05,2,0,4,1
47,51.46,0,0,5,0
32,121.02,1,0,5,1
10,79.16,0,0,5,3
16,136.91,1,0,5,1
8,145.71,1,0,5,2
27,105.28,2,0,4,1
9,103.36,3,1,4,4
1,104.23,0,0,5,1
7,97.46,0,0,3,1
48,106.42,2,0,5,1
6,109.72,1,0,5,0
33,81.95,1,0,5,0
2,96.35,0,0,5,2
31,85.15,0,0,4,0
11,137.5,3,0,3,1
41,67.67,0,0,5,2
1,123.05,5,1,2,6
2,93.4,2,1,5,0
18,149.93,2,0,5,1
35,147.12,2,0,4,2
48,67.58,1,0,5,0
19,114.07,5,1,4,4
24,106.31,2,0,5,0
2,60.0,2,0,3,5
8,69.64,0,0,5,0
43,138.72,3,0,5,3
5,141.06,1,0,5,1
6,140.75,0,0,5,0
33,145.45,2,0,5,0
37,131.29,0,0,5,0
46,95.23,3,0,5,3
33,59.04,1,0,3,1
25,128.06,3,0,4,3
26,123.52,2,0,5,1
4,148.12,2,0,5,1
47,121.93,1,0,5,0
25,72.29,1,0,5,1
37,117.43,3,0,3,0
19,65.17,0,0,3,0
18,68.3,1,0,5,0
21,113.1,2,0,4,3
33,56.07,2,0,5,2
32,132.7,4,0,5,5
41,73.94,0,0,4,0
20,56.0,2,0,4,1
43,149.59,2,0,5,2
5,117.31,1,0,5,0
10,83.59,3,0,5,1
27,95.76,3,0,5,2
46,61.95,2,0,5,3
6,116.96,2,0,4,5
1,131.08,1,0,5,3
44,77.51,1,0,5,0
25,113.32,1,0,5,0
16,104.68,0,0,5,1
41,129.28,2,0,5,0
14,85.78,0,0,5,0
12,89.97,1,1,5,2
36,134.72,0,0,5,1
10,77.22,1,0,5,3
28,128.06,0,0,5,1
26,137.9,0,0,5,0
47,76.23,2,0,4,1
27,142.75,0,0,4,2
12,76.11,2,0,5,1
10,110.44,0,0,4,1
28,50.12,2,0,5,0
9,139.15,1,0,5,3
19,91.91,2,0,5,3
33,52.74,1,0,4,0
20,134.8,2,0,4,1
37,62.62,0,0,5,1
2,129.95,0,0,5,1
38,64.54,2,0,5,0
33,116.35,1,0,5,0
11,134.53,1,1,4,2
27,53.41,2,0,5,2
12,139.54,1,0,4,3
28,105.28,2,0,4,2
30,140.16,0,0,5,2
9,72.8,1,0,5,3
3,91.19,3,0,5,6
46,119.14,1,0,5,0
22,128.83,0,0,5,1
41,88.67,0,0,5,0
14,142.51,2,0,5,1
17,137.93,2,0,4,1
22,66.92,3,0,5,3
4,63.46,1,0,4,1
45,124.05,0,0,5,1
35,95.97,0,0,4,1
2,138.35,1,0,5,5
36,129.42,3,0,5,0
28,116.97,0,0,5,2
40,91.38,2,0,4,2
44,105.7,4,0,5,2
2,118.27,4,1,2,6
31,70.52,1,0,5,1
43,110.13,1,0,5,0
26,138.43,0,0,5,0
9,65.49,0,0,5,1
13,133.8,2,0,5,0
43,101.33,2,0,4,0
29,124.18,2,0,4,1
28,127.4,1,0,5,1
10,106.98,1,0,5,2
4,132.07,2,0,3,1
20,93.8,4,1,4,2
45,104.92,0,0,5,0
41,143.44,4,0,4,1
34,142.2,1,0,5,2
33,131.4,0,0,5,2
18,129.77,1,0,5,2
19,127.52,0,0,4,0
38,51.01,0,0,5,0
2,50.54,2,1,4,1
14,75.47,2,1,5,0
20,116.58,3,0,5,2
15,69.6,2,0,5,0
10,124.54,4,1,2,6
5,77.97,0,0,5,0
15,123.46,1,0,4,0
17,140.51,1,0,4,2
5,120.52,2,1,3,2
39,140.24,0,0,4,0
10,112.12,6,1,1,10
7,132.06,1,0,5,2
18,118.96,3,0,5,1
32,111.9,1,0,4,0
39,143.33,5,0,4,3
37,121.74,1,0,4,0
36,119.72,1,0,5,0
11,90.19,3,0,5,4
43,72.03,1,0,5,1
25,64.11,1,0,5,0
37,122.46,1,0,5,1
11,80.88,3,0,4,1
44,63.34,2,0,5,0
40,65.74,1,0,5,2
44,74.81,1,0,5,0
34,140.87,4,0,5,3
22,71.49,1,0,4,2
26,120.36,3,0,4,3
22,69.19,2,0,4,3
24,118.63,2,0,5,3
47,128.43,2,0,5,1
11,86.77,5,1,4,8
19,143.32,3,0,3,1
33,99.49,1,1,5,1
47,54.73,0,0,4,0
3,110.24,0,0,5,1
5,80.32,0,0,5,1
39,69.47,2,0,5,0
21,57.93,2,0,4,0
21,72.83,2,0,4,2
44,109.39,1,0,5,1
3,64.84,2,0,4,2
35,57.42,3,0,5,0
17,95.88,0,0,5,1
35,123.11,0,0,5,2
19,132.18,1,0,5,0
27,97.91,1,0,4,0
12,59.42,3,0,4,1
9,137.81,0,0,5,1
27,100.45,0,0,5,1
22,55.49,2,0,4,2
32,50.31,2,0,5,2
24,87.14,1,0,5,1
26,82.26,2,0,4,0
29,120.43,0,0,5,1
8,60.49,2,1,4,3
3,136.8,2,0,3,3
40,105.06,1,0,5,0
34,56.01,1,0,5,0
8,57.05,1,0,4,5
38,132.71,2,0,4,0
47,122.19,2,0,5,0
18,54.77,3,0,3,2
27,76.02,2,0,5,1
3,94.77,1,0,5,3
43,127.69,0,0,5,1
10,84.94,3,1,3,3
44,101.61,4,0,3,4
15,137.09,2,0,5,3
22,147.02,1,0,3,1
2,65.99,3,0,4,4
38,74.23,0,0,5,0
28,139.5,2,1,5,0
29,50.74,0,0,5,0
8,57.94,0,0,5,3
46,105.39,1,0,5,0
30,140.49,3,0,5,2
47,120.38,0,1,5,0
17,134.44,0,0,5,1
44,88.36,2,0,4,1
15,80.16,2,0,5,0
9,127.3,1,0,4,4
36,120.79,0,0,4,1
40,107.74,0,0,5,0
6,65.83,0,0,5,1
39,103.51,5,1,3,2
41,136.93,0,0,5,3
9,84.2,0,0,5,4
32,99.63,4,1,4,1
34,50.64,1,1,5,2
4,136.72,1,0,4,1
19,149.04,0,0,5,1
6,102.88,2,0,4,3
23,51.17,1,0,5,2
34,58.63,3,0,5,3
10,114.27,0,0,5,0
37,86.6,1,1,5,1
23,69.0,4,0,3,4
30,75.91,1,0,5,0
20,125.32,2,0,4,0
39,66.19,1,0,5,0
11,138.04,1,0,5,0
17,103.66,0,0,5,4
20,67.93,1,0,5,1
5,57.83,2,0,5,1
48,141.78,0,0,5,1
25,127.24,0,0,5,2
5,73.29,2,0,4,3
38,76.76,2,0,5,1
5,100.5,1,0,3,1
35,118.83,2,0,5,2
27,121.6,1,0,5,0
33,63.98,3,0,5,3
23,101.76,3,1,4,1
32,103.64,0,0,5,2
10,114.75,3,0,5,3
9,99.47,2,0,5,2
19,85.78,1,0,5,0
7,118.27,3,0,4,3
25,55.31,0,0,5,0
30,133.39,0,0,5,2
13,121.93,3,0,3,4
32,68.71,2,0,5,1
4,138.17,0,0,5,3
1,140.51,0,0,5,1
26,139.73,4,0,5,6
5,146.65,2,1,4,2
2,87.97,1,0,5,2
31,81.45,5,0,4,2
14,70.2,3,0,4,1
7,50.27,1,0,4,3
47,79.01,1,0,5,0
46,93.45,3,0,4,0
22,106.41,3,0,5,2
7,121.9,2,1,5,3
41,110.13,1,0,5,2
1,78.96,3,0,4,3
38,123.0,0,0,5,1
14,57.31,1,0,5,0
17,63.31,0,0,5,1
10,50.87,0,0,4,1
23,129.7,1,0,5,3
43,93.19,5,0,5,1
45,109.52,1,0,5,1
20,118.78,3,0,4,1
29,107.91,3,0,5,3
14,86.64,0,0,5,0
36,107.23,0,0,5,0
4,66.19,0,0,5,1
16,90.38,3,0,5,4
3,67.01,0,0,5,2
39,90.82,2,0,5,0
24,138.71,3,0,5,0
43,119.68,1,0,5,1
40,126.35,0,0,4,0
22,60.36,2,0,5,1
27,59.43,2,0,4,1
16,115.55,1,0,5,1
3,101.49,2,0,5,6
36,75.72,2,0,5,1
14,104.11,2,0,4,4
16,141.66,1,0,5,0
20,93.96,2,1,5,1
31,118.45,2,0,5,1
28,120.04,1,0,5,1
10,87.92,0,0,4,1
21,99.61,4,0,4,1
2,109.86,0,0,4,1
5,125.79,1,1,5,2
23,95.93,3,0,5,2
8,133.29,0,0,4,1
24,118.92,4,0,5,4
22,126.05,2,0,5,2
6,69.33,0,0,5,0
14,91.32,0,0,5,1
9,127.38,0,0,5,1
2,62.19,0,0,4,1
16,80.72,1,0,5,1
25,120.7,2,0,5,1
27,59.88,3,0,5,2
24,61.53,0,0,2,0
3,86.75,1,0,5,4
11,133.19,0,0,5,0
7,137.48,1,0,4,5
23,89.41,1,0,4,1
17,111.32,1,0,5,2
35,78.81,3,0,4,1
40,115.92,4,0,5,2
18,55.03,0,0,5,0
48,102.1,0,0,5,1
20,147.3,2,0,5,2
5,136.21,1,0,4,1
33,95.42,1,0,5,0
30,78.79,2,0,5,0
9,115.57,1,0,4,6
29,116.86,1,0,5,0
14,71.18,0,0,5,0
2,124.16,1,0,4,1
17,76.89,1,0,4,0
5,66.99,3,0,4,4
12,148.29,1,0,5,2
8,90.8,1,0,5,1
12,63.33,2,0,4,2
45,121.99,1,0,5,0
4,134.86,3,0,2,3
36,84.15,1,0,5,3
34,139.05,1,0,5,0
38,62.41,0,0,5,2
22,63.79,1,0,4,1
5,99.75,1,0,5,4
23,71.16,1,0,5,2
20,141.81,0,0,4,1
31,128.11,2,0,4,2
17,143.88,3,0,2,5
19,81.49,0,0,5,1
7,145.09,1,0,5,1
23,135.67,2,0,5,3
5,53.86,0,0,5,0
2,86.93,2,0,5,0
8,128.44,1,0,4,2
37,140.53,3,0,5,3
34,145.38,0,0,5,1
12,61.74,2,0,5,2
35,141.68,3,0,4,2
28,108.34,2,0,4,1
12,137.19,1,0,4,3
41,102.94,3,0,5,2
9,125.52,3,0,4,2
46,65.55,5,0,5,4
42,56.34,1,0,5,0
15,76.53,3,1,4,4
37,124.48,3,0,5,2
37,103.92,1,0,5,0
22,132.46,1,0,5,1
19,125.36,0,0,5,1
14,144.94,1,0,4,3
43,94.49,0,0,5,2
41,104.53,2,0,5,2
17,142.36,2,0,5,2
47,131.63,2,0,4,2
20,68.73,1,0,5,0
20,146.34,2,0,4,1
37,85.3,3,0,5,2
35,105.8,0,0,5,0
42,148.62,4,0,5,2
43,80.27,2,0,4,1
42,78.09,3,0,4,1
46,82.1,2,0,5,0
13,85.68,2,0,5,2
16,85.52,2,0,4,2
36,102.14,1,0,5,1
43,73.65,2,0,5,2
1,77.8,1,1,5,1
28,146.18,2,0,4,1
3,99.24,2,0,4,2
1,112.12,3,0,3,2
36,144.74,1,0,5,1
2,72.29,0,0,5,2
23,148.54,1,0,5,0
4,136.53,2,1,5,3
28,50.4,1,0,5,0
35,107.69,0,0,4,0
22,139.26,2,0,4,0
5,132.7,5,1,2,2
40,53.9,3,0,5,1
9,96.58,2,0,5,5
38,94.03,2,0,5,1
18,100.77,0,0,5,0
29,134.05,2,0,4,1
19,67.76,2,0,4,0
42,100.59,1,0,5,0
15,58.44,2,0,5,1
3,109.78,1,0,5,1
27,146.63,1,0,5,2
42,143.8,2,0,4,3
43,90.24,1,0,5,0
2,107.32,1,0,5,3
24,148.52,1,0,5,0
24,124.18,1,0,5,1
1,114.18,1,0,5,3
29,142.84,2,0,5,4
25,133.45,0,0,5,0
15,92.44,1,0,5,1
35,121.17,0,0,5,1
23,135.76,1,0,4,2
13,115.33,2,0,5,1
42,72.14,3,0,4,0
15,75.85,2,0,5,1
35,115.07,2,0,5,0
37,123.47,1,0,5,2
16,109.0,0,0,5,1
14,99.51,4,0,5,2
38,123.78,0,0,5,1
36,81.69,5,0,5,4
6,91.8,1,1,4,1
3,90.63,3,0,5,5
41,94.34,1,1,5,0
41,111.44,1,0,5,0
39,134.72,2,0,4,0
20,118.16,1,0,5,2
8,130.11,3,0,4,2
8,81.45,1,0,4,0
41,80.81,0,0,5,0
7,127.88,0,0,5,3
5,114.25,2,0,4,1
19,112.67,3,0,5,3
27,147.4,1,0,4,1
38,136.36,2,0,4,0
48,117.02,1,0,5,0
21,69.32,4,0,5,2
3,121.46,0,0,4,2
5,113.48,1,0,4,1
9,59.14,1,0,4,1
22,145.28,3,0,5,3
36,98.9,2,0,3,0
2,130.07,3,0,3,6
28,139.51,0,0,4,1
45,74.4,1,0,5,0
35,73.17,2,0,5,2
21,70.32,2,0,5,2
20,52.75,1,0,5,0
24,132.88,2,0,5,2
46,88.87,0,0,3,2
47,132.28,3,0,5,0
42,127.78,2,0,4,1
42,63.69,2,0,5,0
38,136.05,6,1,4,4
31,133.64,1,0,5,2
35,96.54,1,1,5,1
38,72.61,2,0,5,1
12,74.64,3,0,5,5
25,85.11,2,0,5,1
40,135.03,0,0,5,0
15,62.34,2,0,4,3
20,58.01,3,0,4,0
21,62.3,2,0,5,3
24,123.1,2,0,5,4
22,87.6,0,0,5,2
30,126.29,1,1,3,2
47,115.58,1,0,5,0
41,116.08,0,0,5,1
48,60.67,2,0,3,0
31,64.99,1,0,5,2
37,60.57,2,0,4,1
12,143.53,1,0,5,0
46,54.05,1,0,4,0
36,109.78,2,1,3,0
21,140.35,1,0,5,3
34,84.13,1,0,5,0
22,108.42,3,0,5,1
31,125.91,1,0,4,1
6,66.55,2,0,4,1
9,50.79,2,0,5,1
13,134.61,3,0,4,1
45,91.19,3,0,4,0
3,119.12,3,0,3,3
48,111.77,1,0,5,1
19,52.52,1,0,5,2
37,129.8,2,0,5,0
4,97.19,1,0,5,0
47,113.7,0,0,5,0
40,56.71,1,0,5,3
34,59.03,2,0,4,0
25,148.22,3,0,4,3
45,98.6,0,0,5,0
17,73.85,3,0,5,0
18,120.14,2,0,5,0
38,142.71,2,0,4,1
1,56.0,2,0,4,1
19,120.89,3,0,3,2
30,123.62,2,0,5,1
34,77.37,4,0,5,1
37,95.79,1,0,5,0
33,146.95,2,0,5,0
22,63.92,1,1,5,1
47,53.15,2,1,5,1
20,51.67,1,0,5,1
27,117.34,0,0,5,0
7,108.99,2,1,4,0
17,126.83,1,0,4,1
10,84.59,4,1,3,8
36,94.19,1,0,4,1
10,63.81,2,0,5,0
6,87.43,0,0,5,2
6,80.03,0,0,5,1
6,143.05,3,0,3,4
43,55.04,1,0,5,2
31,107.84,3,0,5,4
42,68.03,3,0,4,1
41,67.56,2,0,5,0
38,60.43,1,0,5,0
23,63.7,2,0,5,2
35,134.47,0,0,5,2
8,114.93,2,0,4,1
35,52.4,1,0,5,0
41,53.4,1,0,4,1
26,122.93,1,0,5,0
3,103.55,1,0,5,2
41,68.86,1,0,5,0
14,56.29,0,0,5,2
36,141.1,0,0,3,3
20,102.41,2,0,5,2
45,92.47,4,0,5,3
31,119.49,2,0,4,1
7,53.01,1,0,4,2
47,135.52,3,0,5,0
1,111.74,1,0,5,3
42,68.92,0,0,4,0
23,149.99,0,0,4,0
4,79.52,0,0,5,0
45,74.54,0,0,5,0
15,145.44,1,0,5,2
8,74.91,3,1,4,3
37,78.18,1,0,5,0
40,135.88,1,0,5,1
9,142.77,2,0,3,2
9,98.04,1,0,5,1
33,135.4,3,0,4,2
40,137.94,2,0,5,2
27,105.46,3,0,5,0
36,93.48,3,0,5,0
17,116.84,4,1,5,2
21,130.58,1,0,4,1
41,92.12,2,0,5,1
22,78.48,2,0,5,1
15,116.57,3,0,5,3
2,92.68,2,0,4,3
35,63.33,0,0,4,0
26,139.32,1,0,5,1
37,126.59,2,0,5,0
3,143.72,1,0,4,1
32,140.26,2,0,5,2
47,122.17,1,0,5,0
22,128.9,1,0,5,1
24,113.13,2,0,5,1
37,143.7,0,0,5,1
17,119.47,1,0,5,2
32,142.46,1,0,5,0
7,106.5,2,0,4,1
21,105.24,2,0,5,4
11,93.23,0,0,4,0
9,51.34,2,0,5,3
41,120.36,1,0,5,0
31,140.36,1,0,5,0
30,61.69,4,0,5,2
40,122.98,0,0,5,0
31,121.84,3,0,4,2
30,78.68,1,0,5,1
48,69.78,2,0,5,1
18,117.32,2,0,5,3
39,89.18,2,0,5,0
16,132.32,2,0,4,2
18,125.77,0,0,5,1
3,81.37,4,1,3,8
1,107.11,0,0,5,2
27,80.41,1,0,5,0
4,92.94,3,0,4,2
21,148.16,1,0,5,1
34,70.28,6,1,3,1
11,148.83,3,0,5,4
2,106.41,0,0,5,1
24,71.17,1,0,3,2
47,132.99,1,0,4,1
19,139.63,0,0,5,0
40,72.85,2,0,4,2
42,59.15,0,0,5,0
18,101.02,2,0,5,4
5,95.93,0,0,5,0
8,96.76,4,1,3,3
34,127.88,2,0,5,3
5,119.55,0,1,4,0
6,75.52,0,0,5,0
25,133.41,2,0,5,0
31,129.27,1,0,4,0
5,68.58,2,1,4,0
19,71.53,3,0,4,5
22,123.83,1,0,5,0
40,106.38,0,0,5,0
11,52.6,2,0,4,3
44,92.75,2,0,5,0
14,141.89,0,0,4,4
34,89.04,3,0,4,2
22,75.33,1,0,4,1
45,110.06,1,0,5,1
20,80.77,3,0,5,0
40,85.38,3,0,5,0
33,75.35,0,0,5,1
23,121.62,0,0,5,2
21,127.69,0,0,5,0
43,81.63,1,0,5,0
48,132.3,1,0,4,0
8,89.02,0,0,5,2
44,102.14,1,0,5,0
46,97.38,1,0,5,4
39,130.18,3,1,5,3
18,101.07,1,0,4,3
28,145.88,1,0,5,2
4,116.35,2,0,3,4
41,84.23,1,0,5,0
28,62.04,1,1,5,0
46,119.02,3,0,5,1
5,145.69,3,0,3,2
24,118.04,2,1,5,1
